om_category,fsq_category_name,fsq_category_label,confidence_score
topic_concert_venue,Concert Hall,Arts and Entertainment > Performing Arts Venue > Concert Hall,58.1
handicraft_shop,Arts and Crafts Store,Retail > Arts and Crafts Store,58.1
theaters_and_performance_venues,Performing Arts Venue,Arts and Entertainment > Performing Arts Venue,58.0
wine_tours,Wine Store,Retail > Food and Beverage Retail > Wine Store,58.0
attractions_and_activities,States and Municipalities,Landmarks and Outdoors > States and Municipalities,58.0
dumpster_rentals,Automotive Retail,Retail > Automotive Retail,58.0
halotherapy,Physical Therapy Clinic,Health and Medicine > Physical Therapy Clinic,58.0
walk_in_clinic,Women's Health Clinic,Health and Medicine > Women's Health Clinic,58.0
religious_destination,Religious School,Community and Government > Education > Religious School,58.0
mohel,Motel,Travel and Transportation > Lodging > Motel,58.0
bounce_house_rental,Bike Rental,Travel and Transportation > Bike Rental,57.9
hybrid_car_repair,Tire Repair Shop,Business and Professional Services > Automotive Service > Tire Repair Shop,57.9
drive_thru_bar,Drive-in Theater,Arts and Entertainment > Movie Theater > Drive-in Theater,57.9
soul_food,Fast Food Restaurant,Dining and Drinking > Restaurant > Fast Food Restaurant,57.9
coal_and_coke,Health and Medicine,Health and Medicine,57.8
meditation_center,Stationery Store,Retail > Stationery Store,57.8
hearing_aid_provider,Tour Provider,Travel and Transportation > Tourist Information and Service > Tour Provider,57.8
home_automation,Automotive Shop,Retail > Automotive Shop,57.7
baby_gear_and_furniture,Furniture and Home Store,Retail > Furniture and Home Store,57.6
church_cathedral,Church,Community and Government > Spiritual Center > Church,57.6
private_association,Private School,Community and Government > Education > Private School,57.6
tabletop_games,Video Games Store,Retail > Computers and Electronics Retail > Video Games Store,57.6
bus_tours,Bus Stop,Travel and Transportation > Transport Hub > Bus Stop,57.6
housing_cooperative,Housing Development,Community and Government > Housing Development,57.6
fish_farms_and_hatcheries,Fish and Chips Shop,Dining and Drinking > Restaurant > Fish and Chips Shop,57.5
pet_store,Pet Service,Business and Professional Services > Pet Service,57.5
frozen_foods,Frozen Yogurt Shop,Dining and Drinking > Dessert Shop > Frozen Yogurt Shop,57.4
social_welfare_center,Social Club,Community and Government > Social Club,57.4
cardiovascular_and_thoracic_surgeon,Oral Surgeon,Health and Medicine > Physician > Oral Surgeon,57.4
forestry_consultants,Management Consultant,Business and Professional Services > Management Consultant,57.4
cosmetology_school,Flight School,Community and Government > Education > Flight School,57.4
brazilian_jiu_jitsu_club,Brazilian Restaurant,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant,57.4
carpet_installation,Carpet Store,Retail > Furniture and Home Store > Carpet Store,57.3
home_and_rental_insurance,Insurance Agency,Business and Professional Services > Insurance Agency,57.3
mobile_dent_repair,Tire Repair Shop,Business and Professional Services > Automotive Service > Tire Repair Shop,57.3
marriage_or_relationship_counselor,Career Counselor,Business and Professional Services > Career Counselor,57.3
bus_ticket_agency,Travel Agency,Travel and Transportation > Travel Agency,57.2
gliderports,Nightlife Spot,Nightlife Spot,57.2
animal_assisted_therapy,Animal Shelter,Community and Government > Animal Shelter,57.2
security_systems,Security and Safety,Business and Professional Services > Security and Safety,57.2
collection_agencies,Collections Service,Business and Professional Services > Financial Service > Collections Service,57.2
fertility,Retail,Retail,57.2
agriculture_association,Agriculture and Forestry Service,Business and Professional Services > Agriculture and Forestry Service,57.2
massage_therapy,Physical Therapy Clinic,Health and Medicine > Physical Therapy Clinic,57.1
livestock_breeder,Stock Broker,Business and Professional Services > Financial Service > Stock Broker,57.1
ranch,French Restaurant,Dining and Drinking > Restaurant > French Restaurant,57.0
meat_shop,Auto Workshop,Retail > Auto Workshop,57.0
dietitian,Betting Shop,Retail > Betting Shop,57.0
bike_sharing,Bike Trail,Landmarks and Outdoors > Bike Trail,57.0
florist,Forest,Landmarks and Outdoors > Forest,57.0
motorsport_vehicle_dealer,Motor Scooter Dealership,Retail > Automotive Retail > Motor Scooter Dealership,57.0
farming_equipment_store,Industrial Equipment Supplier,Business and Professional Services > Industrial Equipment Supplier,57.0
engraving,Framing Store,Retail > Framing Store,57.0
aircraft_dealer,Car Dealership,Retail > Automotive Retail > Car Dealership,57.0
wheel_and_rim_repair,Tire Repair Shop,Business and Professional Services > Automotive Service > Tire Repair Shop,56.9
information_technology_company,Utility Company,Community and Government > Utility Company,56.9
scrap_metals,Retail,Retail,56.9
eyewear_and_optician,Health and Medicine,Health and Medicine,56.9
b2b_tractor_dealers,Motor Scooter Dealership,Retail > Automotive Retail > Motor Scooter Dealership,56.8
video_film_production,Video Store,Retail > Video Store,56.8
foot_care,Urgent Care Center,Health and Medicine > Urgent Care Center,56.8
woodworking_supply_store,Outdoor Supply Store,Retail > Outdoor Supply Store,56.8
house_sitting,Knitting Store,Retail > Knitting Store,56.8
beer_wine_and_spirits,Vintage and Thrift Store,Retail > Vintage and Thrift Store,56.8
boat_tours,Boat or Ferry,Travel and Transportation > Boat or Ferry,56.8
handbag_stores,Drugstore,Retail > Drugstore,56.7
b2b_science_and_technology,Technology Business,Business and Professional Services > Technology Business,56.7
bankruptcy_law,Credit Counseling and Bankruptcy Service,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service,56.7
gemstone_and_mineral,Health and Medicine,Health and Medicine,56.6
indoor_golf_center,Golf Club,Sports and Recreation > Golf > Golf Club,56.6
agricultural_seed_store,Agriculture and Forestry Service,Business and Professional Services > Agriculture and Forestry Service,56.6
boxing_class,Boxing Gym,Sports and Recreation > Gym and Studio > Boxing Gym,56.6
home_goods_store,Sporting Goods Retail,Retail > Sporting Goods Retail,56.6
art_tours,Art Museum,Arts and Entertainment > Museum > Art Museum,56.6
instrumentation_engineers,Engineer,Business and Professional Services > Engineer,56.6
parenting_classes,Sunglasses Store,Retail > Fashion Retail > Sunglasses Store,56.6
plasterer,Caterer,Business and Professional Services > Food and Beverage Service > Caterer,56.6
commercial_refrigeration,Recreation Center,Sports and Recreation > Recreation Center,56.6
crops_production,Construction,Business and Professional Services > Construction,56.6
skylight_installation,Light Rail Station,Travel and Transportation > Transport Hub > Light Rail Station,56.6
truck_dealer_for_businesses,Business Center,Business and Professional Services > Business Center,56.6
home_staging,Home Appliance Store,Retail > Furniture and Home Store > Home Appliance Store,56.5
vehicle_wrap,Electric Vehicle Charging Station,Travel and Transportation > Electric Vehicle Charging Station,56.5
reiki,Retail,Retail,56.5
retina_specialist,Retail,Retail,56.5
wine_tasting_classes,Sunglasses Store,Retail > Fashion Retail > Sunglasses Store,56.5
periodontist,Dentist,Health and Medicine > Dentist,56.5
science_schools,Science Museum,Arts and Entertainment > Museum > Science Museum,56.4
oil_and_gas,Arts and Crafts Store,Retail > Arts and Crafts Store,56.4
kitchen_and_bath,Vintage and Thrift Store,Retail > Vintage and Thrift Store,56.4
cabaret,Market,Retail > Market,56.4
psychotherapist,Psychiatrist,Health and Medicine > Physician > Psychiatrist,56.4
accountant,Fountain,Landmarks and Outdoors > Fountain,56.3
prenatal_perinatal_care,Print Store,Retail > Print Store,56.3
specialty_foods,Health Food Store,Retail > Food and Beverage Retail > Health Food Store,56.3
b2b_equipment_maintenance_and_repair,Swimming Pool Maintenance and Service,Business and Professional Services > Home Improvement Service > Swimming Pool Maintenance and Service,56.3
pension,Convention,Event > Convention,56.2
greenhouses,Warehouse,Business and Professional Services > Warehouse,56.2
alcohol_and_drug_treatment_center,Addiction Treatment Center,Community and Government > Addiction Treatment Center,56.2
archery_range,Gun Range,Sports and Recreation > Gun Range,56.2
halfway_house,Auction House,Retail > Auction House,56.2
environmental_renewable_natural_resource,Renewable Energy Service,Business and Professional Services > Renewable Energy Service,56.2
vehicle_shipping,Electric Vehicle Charging Station,Travel and Transportation > Electric Vehicle Charging Station,56.1
occupational_therapy,Physical Therapy Clinic,Health and Medicine > Physical Therapy Clinic,56.1
racing_experience,Creperie,Dining and Drinking > Creperie,56.0
after_school_program,Art School,Community and Government > Education > Art School,56.0
first_aid_class,Arts and Crafts Store,Retail > Arts and Crafts Store,56.0
waterproofing,Waterfront,Landmarks and Outdoors > Waterfront,56.0
b2b_jewelers,Jewelry Store,Retail > Fashion Retail > Jewelry Store,56.0
roofing,Surfing,Sports and Recreation > Water Sports > Surfing,56.0
team_building_activity,Capitol Building,Community and Government > Government Building > Capitol Building,56.0
data_recovery,Record Store,Retail > Record Store,55.9
mills,Windmill,Landmarks and Outdoors > Windmill,55.9
t_shirt_store,Drugstore,Retail > Drugstore,55.9
home_decor,Home Service,Business and Professional Services > Home Improvement Service > Home Service,55.8
well_drilling,Well,Landmarks and Outdoors > Well,55.8
denim_wear_store,Drugstore,Retail > Drugstore,55.8
memory_care,Eyecare Store,Retail > Eyecare Store,55.8
videographer,Video Store,Retail > Video Store,55.8
online_shop,Line,Event > Line,55.8
music_and_dvd_store,Music Store,Retail > Music Store,55.8
brokers,Stock Broker,Business and Professional Services > Financial Service > Stock Broker,55.7
importers,Imported Food Store,Retail > Food and Beverage Retail > Imported Food Store,55.6
livestock_dealers,Car Dealership,Retail > Automotive Retail > Car Dealership,55.6
float_spa,Spa,Business and Professional Services > Health and Beauty Service > Spa,55.6
pediatric_neurology,Neurologist,Health and Medicine > Physician > Neurologist,55.6
guitar_store,Drugstore,Retail > Drugstore,55.6
ferry_boat_company,Software Company,Business and Professional Services > Technology Business > Software Company,55.5
tattoo_removal,Tattoo Parlor,Business and Professional Services > Health and Beauty Service > Tattoo Parlor,55.5
alcohol_and_drug_treatment_centers,Addiction Treatment Center,Community and Government > Addiction Treatment Center,55.5
paint_and_sip,Vintage and Thrift Store,Retail > Vintage and Thrift Store,55.5
esthetician,Electrician,Business and Professional Services > Home Improvement Service > Electrician,55.4
livestock_feed_and_supply_store,Kitchen Supply Store,Retail > Furniture and Home Store > Kitchen Supply Store,55.4
executive_search_consultants,Market Research and Consulting Service,Business and Professional Services > Market Research and Consulting Service,55.4
pediatric_oncology,Pediatrician,Health and Medicine > Physician > Pediatrician,55.4
food_safety_training,Food Stand,Dining and Drinking > Food Stand,55.4
b2b_farms,Farm,Landmarks and Outdoors > Farm,55.4
scooter_tours,Motor Scooter Dealership,Retail > Automotive Retail > Motor Scooter Dealership,55.3
orthodontist,Dentist,Health and Medicine > Dentist,55.3
bathroom_fixture_stores,Bathroom Contractor,Business and Professional Services > Home Improvement Service > Bathroom Contractor,55.3
energy_equipment_and_solution,Electrical Equipment Supplier,Business and Professional Services > Electrical Equipment Supplier,55.3
ride_sharing,Fishing Store,Retail > Sporting Goods Retail > Fishing Store,55.3
hat_shop,Auto Workshop,Retail > Auto Workshop,55.2
fitness_exercise_equipment,Electrical Equipment Supplier,Business and Professional Services > Electrical Equipment Supplier,55.2
acai_bowls,Acai House,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Acai House,55.2
volunteer_association,Travel and Transportation,Travel and Transportation,55.2
pharmaceutical_companies,Utility Company,Community and Government > Utility Company,55.2
grain_production,Education,Community and Government > Education,55.2
b2b_autos_and_vehicles,Health and Medicine,Health and Medicine,55.2
process_servers,Pet Service,Business and Professional Services > Pet Service,55.2
wind_energy,Winery,Dining and Drinking > Winery,55.1
b2b_machinery_and_tools,Landmarks and Outdoors,Landmarks and Outdoors,55.1
onsen,Convention,Event > Convention,55.1
agricultural_production,Adult Education,Community and Government > Education > Adult Education,55.1
holiday_rental_home,Boat Rental,Travel and Transportation > Boat Rental,55.1
stone_and_masonry,Travel and Transportation,Travel and Transportation,55.1
solar_panel_cleaning,Sports and Recreation,Sports and Recreation,55.1
aesthetician,Athletic Field,Sports and Recreation > Athletic Field,55.0
candle_store,Drugstore,Retail > Drugstore,55.0
fabric_store,Drugstore,Retail > Drugstore,55.0
pediatric_radiology,Radiologist,Health and Medicine > Physician > Radiologist,55.0
chemical_plant,Medical Lab,Health and Medicine > Medical Lab,55.0
steel_fabricators,Street Fair,Event > Marketplace > Street Fair,55.0
school_district_offices,Office,Business and Professional Services > Office,55.0
interlock_system,Automation and Control System,Business and Professional Services > Automation and Control System,54.9
mass_media,Medical Center,Health and Medicine > Medical Center,54.9
exporters,Sports Club,Sports and Recreation > Sports Club,54.9
mining,Framing Store,Retail > Framing Store,54.8
japanese_confectionery_shop,Japanese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant,54.8
irrigation_companies,Refrigeration and Ice Supplier,Business and Professional Services > Refrigeration and Ice Supplier,54.8
sheet_metal,Retail,Retail,54.8
disability_law,Mobility Store,Retail > Mobility Store,54.8
psychoanalyst,Psychologist,Health and Medicine > Mental Health Service > Psychologist,54.8
waxing,Framing Store,Retail > Framing Store,54.8
colonics,Electronics Store,Retail > Computers and Electronics Retail > Electronics Store,54.8
orchard,Board Store,Retail > Board Store,54.7
patent_law,Department Store,Retail > Department Store,54.7
dental_hygienist,Dentist,Health and Medicine > Dentist,54.7
home_theater_systems_stores,Theater,Arts and Entertainment > Performing Arts Venue > Theater,54.7
freight_forwarding_agency,Media Agency,Business and Professional Services > Media Agency,54.7
honey_farm_shop,Farm,Landmarks and Outdoors > Farm,54.6
spray_tanning,Running Store,Retail > Sporting Goods Retail > Running Store,54.6
sign_making,Parking,Travel and Transportation > Parking,54.6
fidelity_and_surety_bonds,Security and Safety,Business and Professional Services > Security and Safety,54.6
cycling_classes,Sunglasses Store,Retail > Fashion Retail > Sunglasses Store,54.6
auto_security,Security and Safety,Business and Professional Services > Security and Safety,54.6
manufacturers_agents_and_representatives,Manufacturer,Business and Professional Services > Manufacturer,54.6
canyon,Candy Store,Retail > Food and Beverage Retail > Candy Store,54.6
b2b_food_products,Food Court,Dining and Drinking > Food Court,54.6
cooking_classes,Sunglasses Store,Retail > Fashion Retail > Sunglasses Store,54.6
pool_billiards,Pool Hall,Arts and Entertainment > Pool Hall,54.6
gun_and_ammo,Gun Range,Sports and Recreation > Gun Range,54.6
psychic_medium,Psychic and Astrologer,Arts and Entertainment > Psychic and Astrologer,54.6
fishmonger,Fishing Store,Retail > Sporting Goods Retail > Fishing Store,54.6
family_practice,Family Medicine Doctor,Health and Medicine > Physician > Family Medicine Doctor,54.5
private_jet_charters,Private School,Community and Government > Education > Private School,54.5
bike_repair_maintenance,Swimming Pool Maintenance and Service,Business and Professional Services > Home Improvement Service > Swimming Pool Maintenance and Service,54.4
free_diving_center,Skydiving Drop Zone,Sports and Recreation > Skydiving Center > Skydiving Drop Zone,54.3
oxygen_bar,Bar,Dining and Drinking > Bar,54.3
car_stereo_installation,Rental Car Location,Travel and Transportation > Transport Hub > Rental Car Location,54.3
juvenile_detention_center,Entertainment Event,Event > Entertainment Event,54.2
siding,Sailing Club,Sports and Recreation > Water Sports > Sailing Club,54.2
lumber_store,Drugstore,Retail > Drugstore,54.2
insulation_installation,Radio Station,Business and Professional Services > Radio Station,54.2
rodeo,Video Store,Retail > Video Store,54.2
shipping_center,Shopping Mall,Retail > Shopping Mall,54.2
land_surveying,Building and Land Surveyor,Business and Professional Services > Real Estate Service > Building and Land Surveyor,54.2
bathtub_and_sink_repairs,Health and Medicine,Health and Medicine,54.1
water_heater_installation_repair,Water Park,Arts and Entertainment > Water Park,54.1
plastic_fabrication_company,Mobile Company,Business and Professional Services > Mobile Company,54.1
muay_thai_club,Thai Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,54.1
indoor_landscaping,Indoor Play Area,Sports and Recreation > Indoor Play Area,54.0
musical_band_orchestras_and_symphonies,Herbs and Spices Store,Retail > Food and Beverage Retail > Herbs and Spices Store,54.0
macarons,Macanese Restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Macanese Restaurant,54.0
flowers_and_gifts_shop,Arts and Crafts Store,Retail > Arts and Crafts Store,54.0
auto_customization,Fuel Station,Travel and Transportation > Fuel Station,54.0
orchards_production,Sports and Recreation,Sports and Recreation,53.9
thrift_store,Drugstore,Retail > Drugstore,53.9
orthotics,Cosmetics Store,Retail > Cosmetics Store,53.8
formal_wear_store,Drugstore,Retail > Drugstore,53.8
fertilizer_store,Drugstore,Retail > Drugstore,53.8
doula,Adult Store,Retail > Adult Store,53.8
iron_and_steel_store,Historic and Protected Site,Landmarks and Outdoors > Historic and Protected Site,53.8
auto_manufacturers_and_distributors,Distribution Center,Business and Professional Services > Distribution Center,53.8
pool_and_billiards,Pool Hall,Arts and Entertainment > Pool Hall,53.8
dog_walkers,Dog Park,Landmarks and Outdoors > Park > Dog Park,53.8
agricultural_cooperatives,Agriculture and Forestry Service,Business and Professional Services > Agriculture and Forestry Service,53.7
army_and_navy_store,Arts and Entertainment,Arts and Entertainment,53.7
pediatric_endocrinology,Geriatric Doctor,Health and Medicine > Physician > Geriatric Doctor,53.7
private_investigation,Fuel Station,Travel and Transportation > Fuel Station,53.7
exhaust_and_muffler_repair,Computers and Electronics Retail,Retail > Computers and Electronics Retail,53.6
truck_dealer,Motor Scooter Dealership,Retail > Automotive Retail > Motor Scooter Dealership,53.6
solar_installation,Stationery Store,Retail > Stationery Store,53.6
craft_shop,Auto Workshop,Retail > Auto Workshop,53.6
exhibition_and_trade_center,Exhibit,Arts and Entertainment > Exhibit,53.6
do_it_yourself_store,Used Bookstore,Retail > Bookstore > Used Bookstore,53.6
metal_fabricator,Laboratory,Business and Professional Services > Laboratory,53.5
pet_adoption,Sports and Recreation,Sports and Recreation,53.5
railway_ticket_agent,Ticket Seller,Arts and Entertainment > Ticket Seller,53.5
pen_store,Bookstore,Retail > Bookstore,53.4
custom_cakes_shop,Auto Workshop,Retail > Auto Workshop,53.4
holistic_animal_care,Botanical Garden,Landmarks and Outdoors > Botanical Garden,53.4
barber,Bakery,Dining and Drinking > Bakery,53.3
paper_mill,Paper Supplier,Business and Professional Services > Paper Supplier,53.3
cotton_mill,Outlet Mall,Retail > Outlet Mall,53.3
club_crawl,Cultural Center,Community and Government > Cultural Center,53.2
supernatural_reading,Personal Trainer,Sports and Recreation > Personal Trainer,53.2
water_delivery,Water Park,Arts and Entertainment > Water Park,53.2
tire_shop,Tire Repair Shop,Business and Professional Services > Automotive Service > Tire Repair Shop,53.2
archery_shop,Barbershop,Business and Professional Services > Health and Beauty Service > Barbershop,53.1
home_energy_auditor,Auditorium,Business and Professional Services > Auditorium,53.1
occupational_safety,Security and Safety,Business and Professional Services > Security and Safety,53.1
mediator,Medical Center,Health and Medicine > Medical Center,53.0
historical_tours,Historic and Protected Site,Landmarks and Outdoors > Historic and Protected Site,53.0
mortgage_broker,Stock Broker,Business and Professional Services > Financial Service > Stock Broker,52.9
pasta_shop,Pastry Shop,Dining and Drinking > Dessert Shop > Pastry Shop,52.9
media_critic,Media Agency,Business and Professional Services > Media Agency,52.9
magician,Pediatrician,Health and Medicine > Physician > Pediatrician,52.8
bedding_and_bath_stores,Vintage and Thrift Store,Retail > Vintage and Thrift Store,52.8
pediatric_nephrology,Pediatrician,Health and Medicine > Physician > Pediatrician,52.8
theatrical_productions,Auction House,Retail > Auction House,52.7
iv_hydration,Education,Community and Government > Education,52.7
trusts,Drugstore,Retail > Drugstore,52.7
home_network_installation,Travel and Transportation,Travel and Transportation,52.7
kitchen_incubator,Kitchen Supply Store,Retail > Furniture and Home Store > Kitchen Supply Store,52.7
popcorn_shop,Auto Workshop,Retail > Auto Workshop,52.6
private_equity_firm,Private Airport,Travel and Transportation > Transport Hub > Airport > Private Airport,52.6
hazardous_waste_disposal,Water Sports,Sports and Recreation > Water Sports,52.6
low_income_housing,Corporate Housing Agency,Business and Professional Services > Office > Corporate Housing Agency,52.6
car_sharing,Shrine,Community and Government > Spiritual Center > Shrine,52.6
shades_and_blinds,Landmarks and Outdoors,Landmarks and Outdoors,52.6
ziplining_center,Cafeteria,Dining and Drinking > Cafeteria,52.5
wallpaper_store,Drugstore,Retail > Drugstore,52.5
flyboarding_center,Floating Market,Retail > Floating Market,52.5
embroidery_and_crochet,Sports and Recreation,Sports and Recreation,52.5
oil_refiners,Personal Trainer,Sports and Recreation > Personal Trainer,52.4
generator_installation_repair,Stationery Store,Retail > Stationery Store,52.4
caricature,Structure,Landmarks and Outdoors > Structure,52.4
forklift_dealer,Motorcycle Dealership,Retail > Automotive Retail > Motorcycle Dealership,52.3
life_coach,Nightlife Spot,Nightlife Spot,52.3
court_reporter,Racquet Sports,Sports and Recreation > Racquet Sports,52.3
trophy_shop,Auto Workshop,Retail > Auto Workshop,52.3
karate_club,Karaoke Box,Arts and Entertainment > Karaoke Box,52.2
safe_store,Bookstore,Retail > Bookstore,52.2
accommodation,Education,Community and Government > Education,52.2
active_life,Line,Event > Line,52.2
boot_camp,Summer Camp,Community and Government > Summer Camp,52.2
hair_stylist,Hair Salon,Business and Professional Services > Health and Beauty Service > Hair Salon,52.2
permanent_makeup,Marketplace,Event > Marketplace,52.2
goldsmith,Locksmith,Business and Professional Services > Locksmith,52.1
opera_and_ballet,Computers and Electronics Retail,Retail > Computers and Electronics Retail,52.1
bar_crawl,Bar,Dining and Drinking > Bar,52.0
landscaping,Skating,Sports and Recreation > Skating,52.0
radio_and_television_commercials,Radio Station,Business and Professional Services > Radio Station,52.0
apiaries_and_beekeepers,Arts and Crafts Store,Retail > Arts and Crafts Store,51.9
contract_law,Construction Supplies Store,Retail > Construction Supplies Store,51.9
b2b_rubber_and_plastics,Rubber Supplier,Business and Professional Services > Rubber Supplier,51.9
broadcasting_media_production,Adult Education,Community and Government > Education > Adult Education,51.8
studio_taping,Dance Studio,Sports and Recreation > Gym and Studio > Dance Studio,51.8
armed_forces_branch,Human Resources Agency,Business and Professional Services > Human Resources Agency,51.8
countertop_installation,Metro Station,Travel and Transportation > Transport Hub > Metro Station,51.8
holiday_decorating,Recreation Center,Sports and Recreation > Recreation Center,51.8
battery_store,Water Sports,Sports and Recreation > Water Sports,51.8
car_stereo_store,Used Bookstore,Retail > Bookstore > Used Bookstore,51.7
aquatic_pet_store,Racquet Sports,Sports and Recreation > Racquet Sports,51.6
henna_artist,Dentist,Health and Medicine > Dentist,51.6
junkyard,Vineyard,Dining and Drinking > Vineyard,51.6
paint_store,Mattress Store,Retail > Furniture and Home Store > Mattress Store,51.6
ski_and_snowboard_shop,Ski Store,Retail > Sporting Goods Retail > Ski Store,51.6
plumbing,Climbing Gym,Sports and Recreation > Gym and Studio > Climbing Gym,51.6
wildlife_control,Nightlife Spot,Nightlife Spot,51.6
uniform_store,Bookstore,Retail > Bookstore,51.6
prosthodontist,Pathologist,Health and Medicine > Physician > Pathologist,51.5
pets,Pet Supplies Store,Retail > Pet Supplies Store,51.5
e_cigarette_store,Carpet Store,Retail > Furniture and Home Store > Carpet Store,51.4
fuel_dock,Fuel Station,Travel and Transportation > Fuel Station,51.4
newspaper_and_magazines_store,Landscaper and Gardener,Business and Professional Services > Home Improvement Service > Landscaper and Gardener,51.4
quarries,Aquarium,Arts and Entertainment > Aquarium,51.4
avionics_shop,Auto Workshop,Retail > Auto Workshop,51.4
sleep_specialist,Psychiatrist,Health and Medicine > Physician > Psychiatrist,51.4
media_news_website,Website Designer,Business and Professional Services > Technology Business > Website Designer,51.3
donation_center,Vacation Rental,Travel and Transportation > Lodging > Vacation Rental,51.2
rowing_club,Bowling Alley,Arts and Entertainment > Bowling Alley,51.2
audio_visual_production_and_design,Audiovisual Service,Business and Professional Services > Audiovisual Service,51.2
car_window_tinting,Dining and Drinking,Dining and Drinking,51.2
pediatric_pulmonology,Pediatrician,Health and Medicine > Physician > Pediatrician,51.1
horse_riding,Hot Spring,Landmarks and Outdoors > Hot Spring,51.1
face_painting,Skating,Sports and Recreation > Skating,51.1
bathroom_remodeling,Bathroom Contractor,Business and Professional Services > Home Improvement Service > Bathroom Contractor,51.1
blood_and_plasma_donation_center,Travel and Transportation,Travel and Transportation,51.1
car_buyer,Cable Car,Travel and Transportation > Cable Car,51.0
hair_extensions,Hair Salon,Business and Professional Services > Health and Beauty Service > Hair Salon,51.0
screen_printing_t_shirt_printing,Print Store,Retail > Print Store,51.0
body_contouring,Border Crossing,Travel and Transportation > Border Crossing,51.0
holding_companies,Polling Place,Community and Government > Polling Place,51.0
whale_watching_tours,Auction House,Retail > Auction House,50.9
barre_classes,Sunglasses Store,Retail > Fashion Retail > Sunglasses Store,50.9
cheerleading,Retail,Retail,50.9
workers_compensation_law,Convention,Event > Convention,50.8
windows_installation,Doors and Windows Contractor,Business and Professional Services > Home Improvement Service > Doors and Windows Contractor,50.8
pet_breeder,Beer Store,Retail > Food and Beverage Retail > Beer Store,50.8
home_window_tinting,Home Inspection,Business and Professional Services > Home Improvement Service > Home Inspection,50.7
landscape_architect,Architecture Firm,Business and Professional Services > Architecture Firm,50.7
hair_loss_center,Hair Salon,Business and Professional Services > Health and Beauty Service > Hair Salon,50.7
childproofing,Children's Clothing Store,Retail > Fashion Retail > Children's Clothing Store,50.7
cardio_classes,Cardiologist,Health and Medicine > Physician > Cardiologist,50.6
cottage,Costume Store,Retail > Costume Store,50.6
bartender,Carpenter,Business and Professional Services > Home Improvement Service > Carpenter,50.6
herbal_shop,Funeral Home,Business and Professional Services > Funeral Home,50.6
sand_dune,Island,Landmarks and Outdoors > Island,50.6
roadside_assistance,Dance Store,Retail > Dance Store,50.5
lawn_mower_store,Drugstore,Retail > Drugstore,50.5
boat_builder,Boat or Ferry,Travel and Transportation > Boat or Ferry,50.5
hang_gliding_center,Cafeteria,Dining and Drinking > Cafeteria,50.4
houseboat,Housewares Store,Retail > Furniture and Home Store > Housewares Store,50.4
teeth_whitening,Betting Shop,Retail > Betting Shop,50.4
cpr_classes,Sunglasses Store,Retail > Fashion Retail > Sunglasses Store,50.4
iron_and_steel_industry,Industrial Estate,Business and Professional Services > Industrial Estate,50.4
self_defense_classes,Sunglasses Store,Retail > Fashion Retail > Sunglasses Store,50.4
vocal_coach,Cable Car,Travel and Transportation > Cable Car,50.3
seaplane_bases,Plane,Travel and Transportation > Transport Hub > Airport > Plane,50.3
cryotherapy,Physical Therapy Clinic,Health and Medicine > Physical Therapy Clinic,50.2
mailbox_center,Monastery,Community and Government > Spiritual Center > Monastery,50.2
paddleboarding_center,Sporting Event,Event > Entertainment Event > Sporting Event,50.2
taxidermist,Dentist,Health and Medicine > Dentist,50.2
estate_planning_law,Polling Place,Community and Government > Polling Place,50.2
laser_eye_surgery_lasik,Laser Tag Center,Arts and Entertainment > Laser Tag Center,50.2
window_washing,Fishing Store,Retail > Sporting Goods Retail > Fishing Store,50.2
builders,Business Center,Business and Professional Services > Business Center,50.1
coach_bus,Charter Bus,Travel and Transportation > Transportation Service > Charter Bus,50.0
civic_center,Picnic Shelter,Landmarks and Outdoors > Picnic Shelter,50.0
pet_waste_removal,Hair Removal Service,Business and Professional Services > Health and Beauty Service > Hair Removal Service,49.9
hypnosis_hypnotherapy,Physical Therapy Clinic,Health and Medicine > Physical Therapy Clinic,49.9
estate_liquidation,Stationery Store,Retail > Stationery Store,49.8
hot_tubs_and_pools,Arts and Crafts Store,Retail > Arts and Crafts Store,49.8
b2b_forklift_dealers,Motorcycle Dealership,Retail > Automotive Retail > Motorcycle Dealership,49.8
wildlife_sanctuary,Nightlife Spot,Nightlife Spot,49.7
high_gliding_center,Cafeteria,Dining and Drinking > Cafeteria,49.7
saw_mill,Windmill,Landmarks and Outdoors > Windmill,49.7
shaved_ice_shop,Ice Bar,Dining and Drinking > Bar > Ice Bar,49.7
surgical_center,Shrine,Community and Government > Spiritual Center > Shrine,49.7
knife_sharpening,Dining and Drinking,Dining and Drinking,49.7
flour_mill,Outlet Mall,Retail > Outlet Mall,49.6
bulk_billing,Capitol Building,Community and Government > Government Building > Capitol Building,49.6
musical_instrument_store,Entertainment Service,Business and Professional Services > Entertainment Service,49.6
hearing_aids,Sporting Goods Retail,Retail > Sporting Goods Retail,49.6
